"iso","country_name","SDI_category","appears_on_graph","var","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"asm","American Samoa","High-middle SDI",FALSE,"Air pollution DALYs",581.969206544232,573.422414471185,563.881416927764,553.102597817165,544.058308170603,535.53469669307,530.479109357951,527.2505262595,525.330148457223,523.245051478602,512.641390979817,505.462343038409,497.691413946635,487.642211275844,478.985905065629,473.391695113935,474.665994503259,473.70286738864,477.702900872823,481.213219006477,479.548112909705,478.5367050477,474.324834254426,471.284532689037,466.612655183917,466.464329150353,471.520870111842,475.008565919446,473.199212814345,461.176563610348
"asm","American Samoa","High-middle SDI",FALSE,"Air pollution deaths",15.4161207257673,15.2912630540989,15.112054839081,14.8751195980767,14.6405971314965,14.4271085805134,14.3332605798948,14.3280439470474,14.3446101157523,14.3555293314809,14.1204597152821,13.988691009914,13.8399577494518,13.6347046340244,13.4851956935992,13.4280724774763,13.5847606365835,13.6615633939634,13.8680432129999,14.0306616827072,14.0455686505694,14.0872689027555,14.014747945113,13.9842275304827,13.866729401097,13.8807130329877,14.0291997876151,14.1345223958097,14.1791790606332,13.8719380409094
"asm","American Samoa","High-middle SDI",FALSE,"All cause DALYs",12596.7993574993,12976.4254486918,13331.9103172457,13640.3599914998,13971.922529587,14256.2714999404,14523.0101093492,14769.8380746213,14982.0046294939,15136.2106641815,15255.4194034086,15370.0858334079,15462.2222178856,15885.0390193485,15495.006402302,15452.1726605958,15463.2617937428,15440.6693786656,15399.6532589648,17449.2532327796,15398.2779868016,15473.6368878426,15570.7673978182,15819.5480359266,15827.7616654706,15964.4305933703,16133.3560488474,16267.0209254177,16389.4218125291,16522.5124875656
"asm","American Samoa","High-middle SDI",FALSE,"All cause deaths",223.736216284407,231.734774614332,239.052261955611,245.205095864525,252.436019892967,259.255122439733,265.925225202704,272.509108296364,278.724408334289,284.027801741312,289.073726662242,294.699820387073,300.470833510126,311.610425713215,309.134400227386,312.460342863327,316.561869794381,319.826916773207,323.582152215915,361.61872151484,330.179959871362,335.974820318991,342.075761219051,350.64825055505,354.610602213228,360.355327219486,366.748307081521,372.285300044913,377.764875276935,383.096398491867
"ago","Angola","Low-middle SDI",TRUE,"PM-equivalent emissions",2913.27905623287,2893.70445974371,2869.52771286637,2866.45734791178,2827.4574932646,2805.06940290195,2821.98396734583,2834.72605504877,2848.1129846094,2889.04821597643,2920.32133850994,2941.05169021749,2997.38541296068,3022.27472001276,3064.60848343313,3092.0809780803,3122.54643643307,3125.5680375304,3135.7301508349,3119.13032047664,3103.80045227948,3110.88005972289,3140.43902464286,3161.33835857954,3203.68831567225,3210.50610739857,3213.75689407783,3172.08273977073,3182.28863057839,3190.99088390908
"ago","Angola","Low-middle SDI",TRUE,"Fossil/industrial fraction",0.0235889234006588,0.0246168424778134,0.023718097682445,0.0245191080715735,0.0258143700467113,0.0255958170131412,0.0269306720061023,0.0274431932488782,0.0257807593011301,0.0294164012324023,0.0297334489757136,0.0311843918073079,0.0316564551885121,0.0391651071329359,0.0397205541438356,0.036051868343284,0.0435576332786715,0.0500297408400207,0.0565933235914342,0.0611711312353959,0.0655293457619689,0.0671651300859265,0.0754156342838364,0.0811741340336848,0.0928719723719418,0.0942948078851173,0.0946263712582291,0.0821569528402768,0.0851179816630751,0.0876298915759769
"ago","Angola","Low-middle SDI",TRUE,"Air pollution DALYs",1396549.11559569,1413195.03746697,1430220.68619337,1458311.54809364,1480266.18819238,1489264.42711724,1480299.36715893,1474733.76902356,1478299.35809595,1470005.85028567,1455512.68044735,1428987.93189729,1391970.81413625,1358751.46827664,1357790.83352382,1315994.65878072,1280747.02818343,1241484.75568343,1198447.27740071,1144087.41026733,1103997.37995213,1050829.73057103,1002587.48628335,947539.625283622,891598.217042565,848749.371811149,799948.249590904,760163.529204015,735220.81067446,719931.53027544
"ago","Angola","Low-middle SDI",TRUE,"Air pollution deaths",20506.2093462647,20780.3935685872,21074.3051879433,21536.8077438829,21903.447484242,22062.7382232098,21938.9117480813,21920.394296125,22097.9791901241,22116.4224517518,22005.3160974387,21690.4472393834,21252.6894342204,20977.3826277079,21139.7099545675,20631.9678027063,20308.4696055511,19830.4813118687,19415.164562917,18851.9687055274,18450.4073929491,17903.2893631477,17399.1527897441,16745.4672529039,15972.3499854836,15515.1302888224,14973.6868149745,14587.6941180583,14418.7814915252,14384.3413714542
"ago","Angola","Low-middle SDI",TRUE,"All cause DALYs",12730541.7111717,12834449.8319608,13183045.3348559,14214057.8828128,14016382.6288831,14026472.5725391,14181099.4359329,14582371.2109168,15538042.6115571,15255922.2569387,15183696.4674744,15245807.5714069,15070071.0937926,15081180.3667575,15144970.0489892,15046668.3562794,15069517.0880072,14747949.4038124,14481343.6039752,14278767.9761729,14064588.5664631,13884276.9805834,13703416.5807956,13481434.5660809,13183967.2387938,13011844.7574626,12925593.5972689,12802066.7892017,12689040.7622119,12582867.4077455
"ago","Angola","Low-middle SDI",TRUE,"All cause deaths",170675.435883793,171783.322609321,176600.290098341,191232.12295614,187854.414955424,187772.366647366,189870.726309068,195607.962052978,209365.826510685,205072.115489789,204133.413570856,204875.235378214,202260.581708829,202921.579818148,204735.794807429,203550.562578595,204251.64528915,200409.558485907,197781.614063913,195887.780507165,193878.267412482,192504.701624188,191175.420826077,188899.802616418,184856.323629971,183804.812688826,184354.261328729,184493.051360386,184728.688895651,184933.816744924
"atg","Antigua and Barbuda","High-middle SDI",FALSE,"PM-equivalent emissions",2.55240219421695,2.70626502341704,2.72067470092161,2.7038783799148,2.93764964156951,3.02063059705338,3.27799056609465,3.19641302090011,3.25495589912605,3.19859337491213,3.13802199723557,3.27216286287751,3.27142890105801,3.79974514968322,3.78145875054085,3.71050507028478,3.59055894207967,3.65837424453316,3.79086591556334,4.19228131805314,4.36360675397267,3.97706135996673,6.07721324532091,5.61986101397584,5.2749083588071,5.31518477148078,5.32581002318316,3.99439888178047,4.0820922543493,3.96747993125578
"atg","Antigua and Barbuda","High-middle SDI",FALSE,"Fossil/industrial fraction",0.937876774938448,0.938757340848373,0.936720510433992,0.930455363209044,0.933037043986537,0.936167418018157,0.936976515907694,0.934246862883989,0.928660094140323,0.915597012596375,0.923269661395424,0.926578602889973,0.925182201544842,0.935966117087077,0.932201538622861,0.93749958107865,0.93600768591171,0.938071827162834,0.945302365932923,0.946374520325427,0.946379852064357,0.942802646050404,0.95867339935523,0.955595148524089,0.947432968950148,0.942634062318742,0.94504122292252,0.931400142586543,0.933370130969428,0.931915989538565
"atg","Antigua and Barbuda","High-middle SDI",FALSE,"Air pollution DALYs",643.391707541161,647.809998667051,657.104016495306,688.59068240207,694.788582096138,704.587379758391,680.519886146478,675.870947685366,672.743437231087,671.610500178862,663.816246978783,657.856627061758,644.951746442633,634.312383888675,625.786561308047,623.733718644975,631.893876832003,677.813058034825,686.496361459284,663.220637168897,675.582784946948,692.073253815089,709.208534322434,732.404775922058,764.663595721501,781.567584604005,773.654086028955,769.186271522015,787.729917004617,820.190445255256
"atg","Antigua and Barbuda","High-middle SDI",FALSE,"Air pollution deaths",26.0709617491336,26.5073383224897,26.8311595121792,28.5974591578715,28.633567581756,28.7356370468441,26.9791954785378,26.4787763705106,26.1345747537116,25.9246101946479,25.4884440972363,25.1333554596187,24.4350730149206,23.8762508794744,23.4313327645681,23.2881545082284,23.6485533269394,26.2282858356798,26.417085373055,25.030318771622,25.4129724831176,25.9734967560072,26.4836613202247,27.2975926147733,28.5745378514066,29.2606998714291,28.9378346668802,28.6781044557642,29.3209382916864,30.495864474078
"atg","Antigua and Barbuda","High-middle SDI",FALSE,"All cause DALYs",16495.2048624951,16655.1863609846,16978.7504955807,17731.3967784884,18096.2023655335,18580.3658417116,18550.3397245131,19513.1116000756,18988.02711869,19332.5527063339,19586.2065464689,19770.5274948325,19901.7061121379,20030.1626438569,20263.7317307089,20400.2445134681,20660.7784115794,21311.9913137183,21452.8300177562,21270.5237043884,21507.3045343778,21769.838654196,22009.5364367219,22244.4637937996,22743.4208797271,23065.4140146229,23347.9389978759,23667.1162351181,23906.6483445523,24238.1963385618
"atg","Antigua and Barbuda","High-middle SDI",FALSE,"All cause deaths",430.514465349953,439.538874702049,446.917528071637,476.882911114697,481.577470202082,487.606257865514,463.741514121015,489.180690441811,457.909427572997,461.516068626065,463.863421133195,463.992311373751,463.270879744097,463.518912452436,467.639508956012,470.172500494915,480.364162558622,529.772207196327,531.851047304055,510.996462680691,516.325349537999,524.408363147388,531.227423537482,537.72639892885,556.135452263558,569.444587071646,580.304467602552,589.257528346045,597.913373374493,609.857237539527
"arg","Argentina","High-middle SDI",TRUE,"PM-equivalent emissions",1184.89101607997,1206.08425282502,1221.78880215439,1244.07020691791,1314.99983076767,1340.20076489717,1383.75536401471,1399.55857509613,1411.44799100447,1410.70377354842,1403.52125445759,1353.50360116165,1316.97435943541,1374.17994534567,1483.6972927543,1496.89565930898,1512.08974177373,1507.65391737532,1590.3698255978,1500.41599157979,1551.68807674099,1636.2226047178,1664.0561559577,1624.33380123015,1644.42992810702,1592.74323217468,1534.76493775746,1513.79322779439,1487.33564278325,1473.75751808905
"arg","Argentina","High-middle SDI",TRUE,"Fossil/industrial fraction",0.656844810388532,0.657968824123666,0.668381430304732,0.666713344131066,0.673742330630617,0.666158241848972,0.671492850871261,0.672868540686712,0.661585023911001,0.65837143080158,0.657576503200548,0.648219443042233,0.642168249248259,0.650634153785958,0.693725598052807,0.705301979558123,0.703698192341738,0.706921520986614,0.730387956750668,0.726394891637387,0.743578589817593,0.755722251016685,0.759352081081287,0.754179626245373,0.753395555097528,0.74745975277078,0.739074418036359,0.73311894185312,0.728930753450645,0.726956732442191
"arg","Argentina","High-middle SDI",TRUE,"Air pollution DALYs",424231.054207227,419326.118811104,416791.20719007,406550.721884353,393626.336213633,387964.845672546,382684.45479714,372946.932904979,366963.889755615,357932.200673517,339015.953754881,331626.699726758,330210.456214528,325192.603747003,311299.029747303,301999.414761338,300343.957581882,308687.330998008,303850.263236837,305728.903032602,308322.928110796,311897.613855518,315302.376195556,319641.205642431,321346.251244277,325740.631585687,328751.781818625,319089.417660219,318358.943054334,321180.996455582
"arg","Argentina","High-middle SDI",TRUE,"Air pollution deaths",15551.815425792,15387.72901776,15446.5227775485,15187.530024453,14749.6345751728,14722.4854733324,14607.1163237322,14420.1669164796,14387.9519488051,14220.573780455,13503.6751944872,13292.88909733,13270.6116110161,13168.8592275479,12668.3108432575,12377.9242189091,12381.6204356596,12777.1313446613,12462.042562135,12583.1733493586,12889.0149509082,13162.1426078423,13401.0322172515,13655.9525399073,13815.206638001,14141.5643198244,14357.7857850566,13857.853455969,13696.8144536407,13777.693493158
"arg","Argentina","High-middle SDI",TRUE,"All cause DALYs",10550696.6421353,10587856.9651389,10652641.5142533,10631879.9915272,10605943.8725532,10676188.8174271,10790062.5168188,10857074.4965695,10970288.0112101,11012151.4850984,10902634.7610448,10975654.5745541,11151527.9473984,11211282.2943658,11077662.7400501,11011564.2232466,11089609.8874911,11331409.6575127,11354617.3799936,11443223.2336107,11546507.1056289,11650650.3265961,11736389.2280587,11852134.4738709,11904709.7992454,12010859.4160215,12287449.0089072,12410177.9849165,12461498.0262149,12586383.8727724
"arg","Argentina","High-middle SDI",TRUE,"All cause deaths",251846.568023658,252669.640571504,257002.263429594,257768.05915898,256541.279860235,261280.491633794,266187.966204063,271449.862210629,278829.583961264,283949.261394776,280385.293012593,284304.672466296,291261.095532756,296002.579275475,292090.27698315,289858.460856642,292904.310198332,302060.070825751,299047.095647064,302237.695466658,309380.342717263,313927.669018285,317044.160440789,321617.884533708,324118.506000221,331211.118950862,344291.483712056,348211.889660113,345616.156511425,348822.579984349
"arm","Armenia","High-middle SDI",FALSE,"PM-equivalent emissions",147.244249544666,122.080373655592,94.3178283015229,68.6136605746653,48.9001273286395,44.1944159926265,42.6294748420168,41.0742619834607,40.3130640697442,37.9836514254385,38.1102670172654,36.8447393750595,44.2390500747393,47.3295225511305,48.0625959502957,56.0724269095589,52.9743007744122,52.3611805441566,52.0212098187043,50.7541035581218,52.36918728302,57.7083536229693,62.7461383430519,65.2876033511175,63.0390727454753,68.7198953552493,71.3544283566045,73.5682190401423,78.5368751861137,81.086479038617
"arm","Armenia","High-middle SDI",FALSE,"Fossil/industrial fraction",0.937861180523209,0.925083654977107,0.903019095297044,0.867901057049839,0.81585192230057,0.798010937822761,0.797680164228747,0.7943511630691,0.79609544397227,0.786886466181665,0.792016935896949,0.790027687049098,0.827910583328138,0.840057422175371,0.844633761019842,0.866071460184325,0.857284704412866,0.860164949753669,0.858532128071031,0.857744040339684,0.86311854478202,0.876872189249359,0.887418803949889,0.892643571637774,0.892720421267897,0.912121677366459,0.900446784251514,0.900683283804497,0.908218133315335,0.912475734145724
"arm","Armenia","High-middle SDI",FALSE,"Air pollution DALYs",98905.3231173079,100305.457099298,106424.498338761,108258.377930666,103367.309810308,101047.375634887,100297.447981525,95702.3439750689,93134.190963947,92461.4866754743,90715.1719451961,91314.2411439664,90789.6067372281,90761.1256530887,89188.6732342994,89442.2036028296,90251.3164994416,88293.4095392627,88418.7069789716,87040.055801594,85424.3478650719,84518.3231398513,82616.8468745987,79890.6398437802,79254.1804471872,80122.8246556262,78027.8652771754,76116.5862055815,75196.853898637,74621.158284362
"arm","Armenia","High-middle SDI",FALSE,"Air pollution deaths",3163.9932317858,3314.38043688545,3638.47461846387,3786.84143578048,3612.87562622845,3596.99575032063,3628.23848350845,3495.48769759452,3462.94605074554,3494.27339096088,3477.49754541341,3545.17427772294,3581.48441266558,3627.7004217598,3573.29477724884,3608.72706662017,3665.20054973116,3613.03560706729,3644.02808637818,3594.62947144967,3561.95867809054,3548.28965252825,3498.78681638144,3405.97876416358,3400.5995191495,3469.1417434525,3390.23704742886,3339.45680904981,3310.49872970228,3287.22356276178
"arm","Armenia","High-middle SDI",FALSE,"All cause DALYs",1146021.65236511,1144508.76920149,1184146.79448184,1196946.89981788,1158989.15314239,1112128.38743016,1086799.82211726,1047975.19182608,1023415.66992663,1008010.28070009,990679.33630555,993526.075897902,988912.996843071,990267.646359325,983982.83220317,991151.941116984,1001247.52326789,988224.897554189,992465.917766462,985344.264910662,977485.043237248,969833.222375593,955111.258108255,931984.81606441,927563.936228848,937065.29548033,935498.672457113,925316.365472205,923816.933214481,922252.555683738
"arm","Armenia","High-middle SDI",FALSE,"All cause deaths",23712.5930950522,24515.2058299606,26542.4857220109,27479.3632881916,26240.2520716366,25630.8188698497,25552.1925202109,24617.6224536491,24355.0801639389,24413.2130194899,24266.61157562,24834.4591121161,25256.4535529652,25880.8902493499,25932.2811154285,26546.9219940868,27210.7684699119,27103.6262529691,27623.656067638,27600.4450469614,27756.6818398849,27785.2834489577,27609.4556098683,27034.705397238,27145.9075067824,27846.2243602611,27835.6791043429,27883.428662951,27977.2860878362,27978.0607872737
"aus","Australia","High SDI",TRUE,"PM-equivalent emissions",4556.40722582081,4563.23749656432,4776.34867408951,4800.22138937175,4875.75913932521,4726.37423132783,4763.69350285052,4657.52561020501,4760.58998538689,4950.10085301627,5021.96523156925,4928.58347974886,4986.04605360839,4924.45756996449,4833.8541710619,4685.69595179495,4646.02476510292,4564.1703133245,4500.05823159705,4430.50381570149,4353.27896351313,4372.09307730869,4363.70968537497,4333.67039016443,4377.18929124956,4202.67862451672,4068.04347510929,4008.29620084917,4070.41685110532,4121.38216128238
"aus","Australia","High SDI",TRUE,"Fossil/industrial fraction",0.560212288878222,0.551854238805772,0.567763514701291,0.567473529282837,0.551933890223845,0.53766069697692,0.514902691695136,0.471717464410607,0.465468039701909,0.477964329733303,0.495124362078459,0.472691915096317,0.481044206991648,0.488852805226499,0.506424288870445,0.523613265741118,0.530117399003087,0.52994636922923,0.558105351263537,0.555411187854175,0.536491507184607,0.539250151149409,0.538732889427354,0.53577339058703,0.540941841013004,0.52193261104309,0.506181551657204,0.498606393486283,0.506756075361112,0.513321887874307
"aus","Australia","High SDI",TRUE,"Air pollution DALYs",59386.4775068919,57280.1199737159,56416.798755408,54666.0772273637,54153.4249824083,52924.0083539394,52425.6976579508,51416.2438895729,50254.7774774878,49084.2875586302,47839.5716176722,46716.5587960186,45308.8063794817,43391.7286172863,41211.089882732,39882.5712431205,39144.0710106124,39019.3195297138,38737.742829991,38100.1232147248,37756.0588201506,37778.967841819,37711.9941664521,38153.135471035,38924.5661909301,39645.7205861883,38759.3243853512,38174.8983340089,39930.0045816844,41430.5532792535
